S1	E1	S2	E2	LEN1	LEN2	%IDY	TAGS	
13221735	13222326	21520288	21520885	592	598	92.86	chr01	chr01
13222325	13236163	13586752	13600627	13839	13876	97.65	chr01	chr01
13236087	13243912	13600588	13608444	7826	7857	99.00	chr01	chr01
13243910	13271738	13621838	13649638	27829	27801	97.87	chr01	chr01
13270150	13273548	13647232	13650635	3399	3404	98.24	chr01	chr01
13273549	13273863	3885945	3886258	315	314	93.69	chr01	chr01
13273940	13274582	9729506	9728874	643	633	92.91	chr01	chr01
13274850	13274956	21400182	21400288	107	107	93.46	chr01	chr01
13276623	13276900	2982233	2981957	278	277	95.68	chr01	chr01
13276902	13277180	13650633	13650911	279	279	99.64	chr01	chr01
13277514	13281935	13651918	13656345	4422	4428	96.99	chr01	chr01
13281256	13288439	13655807	13663013	7184	7207	96.96	chr01	chr01
13291952	13292249	4339310	4339600	298	291	95.97	chr01	chr01
13297381	13297709	37806084	37805754	329	331	96.98	chr01	chr01
13297723	13299785	13662675	13664731	2063	2057	98.30	chr01	chr01
13300650	13302389	13664724	13666534	1740	1811	93.86	chr01	chr01
13302652	13306428	13666531	13670270	3777	3740	96.44	chr01	chr01
13306641	13307034	13670300	13670694	394	395	97.97	chr01	chr01
13307791	13316820	13670686	13679622	9030	8937	97.46	chr01	chr01
13316815	13324284	13684992	13692475	7470	7484	99.51	chr01	chr01
13327390	13344919	13692472	13709947	17530	17476	98.74	chr01	chr01
13345131	13359660	13709865	13724427	14530	14563	99.20	chr01	chr01
13359402	13363343	34796339	34792428	3942	3912	93.49	chr01	chr01
13362221	13364854	13736470	13739078	2634	2609	98.10	chr01	chr01
13367114	13382130	13739078	13754106	15017	15029	98.48	chr01	chr01
13382125	13403926	13759849	13781658	21802	21810	98.24	chr01	chr01
13403848	13404102	13781662	13781916	255	255	98.04	chr01	chr01
13404975	13407736	13781914	13784675	2762	2762	98.52	chr01	chr01
13407732	13419342	13788518	13800163	11611	11646	98.03	chr01	chr01
13419338	13430021	13813156	13823813	10684	10658	98.37	chr01	chr01
13430270	13430492	13823814	13824036	223	223	96.86	chr01	chr01
13430713	13436931	13824390	13830429	6219	6040	91.70	chr01	chr01
13440607	13440745	3161258	3161121	139	138	94.96	chr01	chr01
13441076	13441499	27610370	27609944	424	427	93.22	chr01	chr01
13441842	13442411	13831005	13831576	570	572	93.83	chr01	chr01
13442563	13444055	13831575	13833040	1493	1466	93.32	chr01	chr01
13444047	13444304	13833734	13833991	258	258	96.12	chr01	chr01
13445417	13446546	13833984	13835109	1130	1126	91.51	chr01	chr01
13465548	13465776	17595510	17595739	229	230	90.87	chr01	chr01
13473361	13473848	12966120	12966607	488	488	99.59	chr01	chr01
13474616	13474823	14052705	14052908	208	204	89.90	chr01	chr01
13475085	13483151	14054475	14062488	8067	8014	97.84	chr01	chr01
13483142	13488120	14062517	14067470	4979	4954	98.62	chr01	chr01
13488115	13503188	14083304	14098339	15074	15036	98.81	chr01	chr01
13505943	13508244	37248026	37245748	2302	2279	90.32	chr01	chr01
13525088	13528507	19328534	19325113	3420	3422	92.48	chr01	chr01
13530885	13531341	14098335	14098792	457	458	97.60	chr01	chr01
13531341	13532031	14098641	14099331	691	691	98.99	chr01	chr01
13532675	13544284	14099330	14111048	11610	11719	98.09	chr01	chr01
13544395	13547910	14111048	14114568	3516	3521	98.64	chr01	chr01
13548257	13555052	14114577	14121374	6796	6798	99.41	chr01	chr01
13555046	13559267	14124679	14128899	4222	4221	99.43	chr01	chr01
13558524	13572593	14128528	14142631	14070	14104	99.23	chr01	chr01
13581238	13591525	14142582	14152863	10288	10282	99.27	chr01	chr01
13591521	13598544	14155814	14162817	7024	7004	98.17	chr01	chr01
13598539	13598662	14163201	14163325	124	125	92.86	chr01	chr01
13602997	13603212	14163323	14163521	216	199	86.11	chr01	chr01
13603364	13605002	14163521	14165163	1639	1643	91.16	chr01	chr01
13604811	13605261	14165164	14165628	451	465	87.82	chr01	chr01
13606945	13608641	14165630	14167316	1697	1687	92.83	chr01	chr01
13655302	13662225	3349403	3356311	6924	6909	95.06	chr01	chr01
13662538	13663709	11008065	11006892	1172	1174	95.33	chr01	chr01
13673910	13675672	11006897	11005134	1763	1764	95.65	chr01	chr01
13698527	13699745	20732111	20730887	1219	1225	94.70	chr01	chr01
13713767	13714138	20504423	20504786	372	364	86.86	chr01	chr01
13720562	13721109	13000990	13001550	548	561	88.79	chr01	chr01
13746967	13748763	22207568	22209365	1797	1798	91.82	chr01	chr01
13749338	13749660	23891324	23890987	323	338	85.88	chr01	chr01
13755703	13756073	26889775	26890145	371	371	90.32	chr01	chr01
13775977	13776250	20450630	20450902	274	273	94.53	chr01	chr01
13799313	13801553	2556684	2558928	2241	2245	96.08	chr01	chr01
13810893	13813777	33960906	33963803	2885	2898	90.33	chr01	chr01
13818234	13820034	20396214	20394413	1801	1802	93.10	chr01	chr01
13817052	13819918	2223695	2226573	2867	2879	94.59	chr01	chr01
13844210	13849244	2991233	2986162	5035	5072	95.80	chr01	chr01
13856066	13859384	2469322	2472618	3319	3297	93.25	chr01	chr01
13868332	13869435	1405130	1404027	1104	1104	97.64	chr01	chr01
13871159	13872140	1405126	1406087	982	962	95.52	chr01	chr01
13902104	13903037	16481924	16482881	934	958	88.46	chr01	chr01
13912620	13914432	2385127	2386945	1813	1819	94.91	chr01	chr01
13920581	13920804	2226572	2226796	224	225	97.78	chr01	chr01
13922821	13923998	4756089	4757221	1178	1133	89.38	chr01	chr01
13924492	13926624	21013300	21015382	2133	2083	91.05	chr01	chr01
13926624	13927323	22055439	22056138	700	700	90.90	chr01	chr01
13927326	13928409	4757751	4758732	1084	982	86.35	chr01	chr01
13940560	13943837	14217487	14220871	3278	3385	88.20	chr01	chr01
13943828	13945290	14221772	14223295	1463	1524	95.34	chr01	chr01
13945314	13954375	14224615	14233696	9062	9082	95.71	chr01	chr01
13954283	13967568	14233710	14246905	13286	13196	97.99	chr01	chr01
13967565	13970771	14247096	14250348	3207	3253	95.38	chr01	chr01
13970770	13972555	14250610	14252491	1786	1882	91.40	chr01	chr01
13976584	13990309	14254785	14268397	13726	13613	96.76	chr01	chr01
13990311	13995143	24641163	24645993	4833	4831	94.12	chr01	chr01
13998446	14002762	24645988	24650305	4317	4318	96.57	chr01	chr01
14009358	14011311	20178967	20180900	1954	1934	95.75	chr01	chr01
14011496	14012147	17045325	17044654	652	672	91.73	chr01	chr01
14011797	14016011	37489085	37484955	4215	4131	96.61	chr01	chr01
14020628	14021510	14269713	14270595	883	883	98.87	chr01	chr01
14021510	14022079	16669873	16670442	570	570	97.55	chr01	chr01
14022080	14024133	14270587	14272634	2054	2048	98.40	chr01	chr01
14025564	14025829	21969049	21968782	266	268	90.00	chr01	chr01
14029325	14031168	14281984	14283817	1844	1834	92.83	chr01	chr01
14038635	14042680	14283695	14279661	4046	4035	99.01	chr01	chr01
14042672	14045002	14279323	14277011	2331	2313	98.67	chr01	chr01
14045108	14051026	14277009	14271082	5919	5928	98.40	chr01	chr01
14046560	14052644	14283828	14289891	6085	6064	97.44	chr01	chr01
14052644	14052825	14295881	14296062	182	182	96.70	chr01	chr01
14052990	14053539	14296367	14296865	550	499	86.91	chr01	chr01
14053718	14057656	14297019	14300893	3939	3875	94.47	chr01	chr01
14057652	14058389	14301134	14301867	738	734	95.16	chr01	chr01
14058442	14059527	14302668	14303770	1086	1103	90.29	chr01	chr01
14059062	14061059	14303775	14305775	1998	2001	95.30	chr01	chr01
14061060	14064307	6272599	6269339	3248	3261	98.99	chr01	chr01
14064331	14065497	14305798	14306945	1167	1148	91.97	chr01	chr01
14065499	14066456	14317428	14318416	958	989	93.55	chr01	chr01
14066447	14068153	14330252	14331965	1707	1714	98.25	chr01	chr01
14068115	14077699	14331966	14341552	9585	9587	99.08	chr01	chr01
14077701	14080619	14349441	14352378	2919	2938	98.24	chr01	chr01
14081202	14090199	14352371	14361516	8998	9146	97.00	chr01	chr01
14090283	14092360	14361505	14363577	2078	2073	97.65	chr01	chr01
14095611	14124560	14363569	14392506	28950	28938	98.02	chr01	chr01
14124662	14132599	14392512	14400355	7938	7844	95.98	chr01	chr01
14132928	14133767	14400401	14401246	840	846	95.87	chr01	chr01
14133864	14139387	14401248	14406836	5524	5589	96.56	chr01	chr01
14138158	14139387	14406839	14408092	1230	1254	93.65	chr01	chr01
14141010	14146364	14410733	14416058	5355	5326	97.45	chr01	chr01
14146369	14175814	14416782	14446330	29446	29549	97.48	chr01	chr01
14175496	14176433	20778964	20778027	938	938	90.15	chr01	chr01
14177912	14183807	14446334	14452266	5896	5933	97.71	chr01	chr01
14183803	14193132	14453859	14463211	9330	9353	97.87	chr01	chr01
14193123	14221615	14463485	14491906	28493	28422	96.94	chr01	chr01
14221646	14228991	14491901	14499204	7346	7304	94.32	chr01	chr01
14229166	14230062	14499347	14500252	897	906	93.21	chr01	chr01
14231737	14232119	14500601	14500970	383	370	89.32	chr01	chr01
14232119	14233933	14501191	14503090	1815	1900	93.33	chr01	chr01
14233926	14237998	14503263	14507302	4073	4040	98.40	chr01	chr01
14238000	14239213	14507484	14508698	1214	1215	98.93	chr01	chr01
14239635	14239976	14509282	14509624	342	343	88.86	chr01	chr01
14240594	14240866	14511221	14511492	273	272	87.94	chr01	chr01
14241352	14247539	14512897	14519072	6188	6176	97.97	chr01	chr01
14247534	14248438	14520756	14521655	905	900	95.60	chr01	chr01
14248452	14250496	14521876	14523949	2045	2074	90.45	chr01	chr01
14250499	14251580	14524258	14525383	1082	1126	83.28	chr01	chr01
14251877	14252142	14526334	14526597	266	264	93.98	chr01	chr01
14252453	14253497	14527926	14528998	1045	1073	87.37	chr01	chr01
14253753	14255359	14529232	14530800	1607	1569	91.37	chr01	chr01
14255741	14256299	14531262	14531805	559	544	92.67	chr01	chr01
14256348	14259985	14531975	14535584	3638	3610	94.73	chr01	chr01
14261512	14261977	14550326	14550780	466	455	93.35	chr01	chr01
14261968	14262493	14552651	14553159	526	509	90.28	chr01	chr01
14262582	14263200	14555534	14556147	619	614	91.23	chr01	chr01
14266487	14274535	900040	891991	8049	8050	92.17	chr01	chr01
14274535	14274896	14556143	14556499	362	357	95.58	chr01	chr01
14274898	14275453	14556873	14557427	556	555	94.44	chr01	chr01
14276097	14276278	14559980	14560164	182	185	87.03	chr01	chr01
14276292	14279337	14560439	14563453	3046	3015	93.77	chr01	chr01
14279582	14282814	14563451	14566685	3233	3235	92.49	chr01	chr01
14284297	14284523	14568551	14568778	227	228	97.38	chr01	chr01
14286329	14286906	14568777	14569358	578	582	96.91	chr01	chr01
14286901	14289426	14570434	14572935	2526	2502	93.06	chr01	chr01
14289426	14290973	14575628	14577176	1548	1549	94.65	chr01	chr01
14290970	14292023	14588478	14589538	1054	1061	92.47	chr01	chr01
14292306	14293215	14589537	14590447	910	911	95.85	chr01	chr01
14302911	14303459	14590443	14590968	549	526	93.44	chr01	chr01
14308847	14309000	35300525	35300678	154	154	99.35	chr01	chr01
14310007	14310250	14594007	14594256	244	250	91.60	chr01	chr01
14311125	14311556	14594629	14595061	432	433	96.07	chr01	chr01
14311570	14311979	14596825	14597234	410	410	89.02	chr01	chr01
14312352	14312876	14597856	14598376	525	521	87.12	chr01	chr01
14312874	14317246	14598621	14602996	4373	4376	94.06	chr01	chr01
14319305	14319731	28190904	28191334	427	431	90.55	chr01	chr01
14321176	14322350	14603002	14604177	1175	1176	97.79	chr01	chr01
14326326	14328692	30418950	30421331	2367	2382	94.30	chr01	chr01
14334605	14336013	21954580	21955967	1409	1388	91.16	chr01	chr01
14336015	14336186	31328325	31328496	172	172	98.26	chr01	chr01
14340089	14342493	30422377	30419957	2405	2421	92.95	chr01	chr01
14348595	14349726	16671602	16672733	1132	1132	92.95	chr01	chr01
14350365	14352519	14605259	14607414	2155	2156	94.99	chr01	chr01
14353515	14354646	20441812	20442946	1132	1135	93.14	chr01	chr01
14354642	14355051	20446511	20446921	410	411	94.16	chr01	chr01
14355316	14358147	14607410	14610258	2832	2849	97.19	chr01	chr01
14358147	14358645	835165	835664	499	500	96.41	chr01	chr01
14358148	14358908	16015523	16014760	761	764	94.90	chr01	chr01
14359009	14360553	16014759	16013267	1545	1493	90.87	chr01	chr01
14361065	14363287	4120313	4118099	2223	2215	94.80	chr01	chr01
14362417	14365786	22397240	22393860	3370	3381	90.07	chr01	chr01
14366141	14367777	21470268	21468631	1637	1638	97.32	chr01	chr01
14367777	14371346	14610253	14613846	3570	3594	97.08	chr01	chr01
14371340	14375700	14616989	14621365	4361	4377	97.20	chr01	chr01
14375878	14376876	14621363	14622357	999	995	91.97	chr01	chr01
14377280	14378568	14622797	14624051	1289	1255	86.38	chr01	chr01
14381518	14383248	14633948	14635638	1731	1691	85.55	chr01	chr01
14384076	14384271	14638754	14638942	196	189	88.27	chr01	chr01
14386533	14386645	14660479	14660597	113	119	88.24	chr01	chr01
14388474	14392438	13838120	13842061	3965	3942	93.82	chr01	chr01
14391155	14392501	15069143	15070507	1347	1365	88.27	chr01	chr01
14392726	14393404	14661165	14661839	679	675	91.24	chr01	chr01
14393438	14394047	14665488	14666096	610	609	87.54	chr01	chr01
14400635	14402956	15391578	15393899	2322	2322	93.04	chr01	chr01
14403025	14403572	15394046	15394565	548	520	91.07	chr01	chr01
14407794	14409720	14630047	14631951	1927	1905	87.28	chr01	chr01
14419165	14422198	860021	863053	3034	3033	96.67	chr01	chr01
14432191	14432598	14651795	14652193	408	399	87.59	chr01	chr01
14433487	14434948	14652278	14653726	1462	1449	91.68	chr01	chr01
14435326	14435579	14653780	14654030	254	251	84.67	chr01	chr01
14436237	14437370	14654582	14655786	1134	1205	82.91	chr01	chr01
14437448	14438371	14659520	14660434	924	915	95.25	chr01	chr01
14438372	14438961	14660601	14661195	590	595	89.05	chr01	chr01
14442301	14446467	14666916	14671025	4167	4110	95.38	chr01	chr01
14446459	14447843	14672188	14673572	1385	1385	96.40	chr01	chr01
14447888	14448616	14673518	14674251	729	734	95.92	chr01	chr01
14448712	14449067	14674250	14674605	356	356	94.94	chr01	chr01
14449081	14449693	14674874	14675506	613	633	89.47	chr01	chr01
14450747	14453697	14685128	14688054	2951	2927	87.83	chr01	chr01
14453850	14454448	14691002	14691592	599	591	86.54	chr01	chr01
14454619	14455096	14691655	14692143	478	489	96.32	chr01	chr01
14455113	14457960	14692606	14695405	2848	2800	95.48	chr01	chr01
14458198	14458858	14695404	14696069	661	666	92.40	chr01	chr01
14465235	14465498	264059	263797	264	263	96.59	chr01	chr01
14466150	14469776	14313128	14316721	3627	3594	94.90	chr01	chr01
14467416	14470501	21534336	21537382	3086	3047	96.34	chr01	chr01
14470897	14471064	14696430	14696597	168	168	94.64	chr01	chr01
14471062	14471304	14696941	14697170	243	230	87.65	chr01	chr01
14473052	14473367	14698381	14698703	316	323	87.95	chr01	chr01
14473368	14473749	14701540	14701954	382	415	83.41	chr01	chr01
14474672	14474847	40350845	40350672	176	174	88.70	chr01	chr01
14475848	14483269	14702480	14709807	7422	7328	96.45	chr01	chr01
14488270	14488572	14712379	14712672	303	294	91.42	chr01	chr01
14492227	14492629	14715248	14715643	403	396	91.09	chr01	chr01
14493491	14493592	14717379	14717481	102	103	92.23	chr01	chr01
14494464	14494851	14719193	14719585	388	393	92.88	chr01	chr01
14497093	14497481	14720100	14720479	389	380	89.65	chr01	chr01
14498360	14500444	9624667	9626739	2085	2073	92.32	chr01	chr01
14500445	14504375	2762953	2759023	3931	3931	96.29	chr01	chr01
14506497	14515428	24590059	24598997	8932	8939	96.28	chr01	chr01
14516806	14517233	2759031	2758604	428	428	98.36	chr01	chr01
14518193	14521629	2476055	2472619	3437	3437	95.06	chr01	chr01
14527260	14529624	2226061	2223694	2365	2368	95.24	chr01	chr01
14529623	14538194	2758609	2750030	8572	8580	97.24	chr01	chr01
14534766	14538194	29872444	29869006	3429	3439	96.43	chr01	chr01
14539060	14541633	43962624	43965180	2574	2557	90.84	chr01	chr01
14545853	14557405	14730252	14741774	11553	11523	97.75	chr01	chr01
14559510	14569326	23697682	23687874	9817	9809	96.08	chr01	chr01
14569325	14572749	15114936	15118376	3425	3441	96.14	chr01	chr01
14572507	14572752	37780681	37780927	246	247	96.76	chr01	chr01
14599378	14599760	14742108	14742482	383	375	89.82	chr01	chr01
14599760	14600228	17304747	17304275	469	473	87.42	chr01	chr01
14600755	14614764	14742593	14756642	14010	14050	97.16	chr01	chr01
14616396	14618321	14756629	14758570	1926	1942	94.05	chr01	chr01
14618831	14619496	14758641	14759301	666	661	90.44	chr01	chr01
14624518	14624861	14759687	14760034	344	348	94.30	chr01	chr01
14626042	14626518	14760068	14760525	477	458	90.99	chr01	chr01
14626517	14628305	14760823	14762688	1789	1866	90.77	chr01	chr01
14629587	14629867	24416537	24416257	281	281	87.94	chr01	chr01
14630141	14632585	16109663	16112110	2445	2448	96.33	chr01	chr01
14632038	14633281	11004840	11003594	1244	1247	88.65	chr01	chr01
14634083	14634641	20249247	20249806	559	560	89.72	chr01	chr01
14635098	14635226	1935695	1935820	129	126	88.46	chr01	chr01
14641329	14641516	14762686	14762874	188	189	90.53	chr01	chr01
14641514	14641743	14763169	14763397	230	229	95.65	chr01	chr01
14641885	14650658	14763517	14772252	8774	8736	96.64	chr01	chr01
14650659	14658749	14771528	14779568	8091	8041	98.26	chr01	chr01
14659092	14670611	14779551	14791068	11520	11518	97.87	chr01	chr01
14670594	14671031	14692165	14692601	438	437	95.43	chr01	chr01
14671029	14682794	14791049	14802732	11766	11684	96.92	chr01	chr01
14682792	14698320	14813447	14829176	15529	15730	96.58	chr01	chr01
14698321	14700458	20446922	20449066	2138	2145	95.40	chr01	chr01
14700124	14700631	12301004	12300500	508	505	87.79	chr01	chr01
14701208	14701299	2623332	2623422	92	91	96.74	chr01	chr01
14701517	14701764	10686087	10685829	248	259	82.44	chr01	chr01
14702054	14703377	14829172	14830429	1324	1258	94.03	chr01	chr01
14703375	14715312	14830502	14842555	11938	12054	98.09	chr01	chr01
14716386	14717376	20449712	20448752	991	961	89.08	chr01	chr01
14717378	14720242	37884381	37881510	2865	2872	96.11	chr01	chr01
14723207	14728620	37881517	37876086	5414	5432	93.95	chr01	chr01
14729410	14729893	22113137	22112673	484	465	84.62	chr01	chr01
14732245	14739535	14842550	14849870	7291	7321	98.05	chr01	chr01
14739528	14740517	22110223	22111213	990	991	97.58	chr01	chr01
14741848	14742344	12426773	12426228	497	546	81.65	chr01	chr01
14743437	14745938	14849859	14852328	2502	2470	96.97	chr01	chr01
14745939	14746292	14852681	14852328	354	354	99.44	chr01	chr01
14746291	14799273	14852688	14905621	52983	52934	98.18	chr01	chr01
14799273	14799746	28903247	28902774	474	474	94.15	chr01	chr01
14800241	14800407	17917590	17917756	167	167	97.60	chr01	chr01
14800787	14802068	25083338	25082057	1282	1282	95.02	chr01	chr01
14803626	14805271	14905535	14907176	1646	1642	97.70	chr01	chr01
14812990	14814827	14907269	14909108	1838	1840	99.29	chr01	chr01
14815088	14818770	37574143	37577823	3683	3681	95.03	chr01	chr01
14821040	14821581	20377252	20376738	542	515	86.19	chr01	chr01
14828053	14828284	29160999	29161233	232	235	93.19	chr01	chr01
14829044	14848147	14909104	14928258	19104	19155	97.84	chr01	chr01
14860423	14861055	14928274	14928906	633	633	99.53	chr01	chr01
